1,20,20,20,,
1,,,,,
0,,,,,
2,3,,,,
4,3,,,,
2,3.5,0.8,,,
31,,,,,
300,,,,,
5000,100,,,,
199.969,,,,,
-157.382,-10.5043,-118.678,-0.16823,-0.0518143,0.0294421
-157.156,-9.55716,-118.834,-0.00253375,0.020719,-0.040591
-121.728,110.717,66.9367,0.0411065,0.037329,-0.0176281
-121.295,110.248,67.2219,-0.135044,-0.0482578,-0.0578537
55.6314,160.917,86.821,0.00362354,-0.0466461,-0.15976
55.7763,160.791,87.4511,-0.0150207,0.042505,0.0840248
-17.9098,38.8806,-16.4799,0.0580315,0.0988849,-0.028073
-17.8248,39.2279,-17.713,-0.0627022,0.148825,0.0308936
-73.7357,-108.525,107.031,0.0324964,0.174558,-0.0857152
-74.159,-107.732,107.151,-0.173742,-0.019109,-0.0447017
-140.228,-51.43,-94.829,0.014525,-0.0191769,0.072749
-139.798,-51.0437,-96.0747,0.0835492,-0.189186,0.108437
-130.292,-5.20536,77.5311,-0.14527,0.0530651,-0.0385796
-130.679,-4.38257,77.6721,0.106528,0.0717242,0.00162145
-74.328,91.8354,-26.6896,0.0974983,-0.0115525,-0.0229442
-75.354,91.4363,-27.2159,-0.0704219,-0.0958867,0.0913726
-131.193,130.052,-22.546,0.0830261,0.216807,0.0351067
-130.235,130.091,-22.2009,-0.156177,0.0226376,0.0789568
-10.7866,28.1314,83.9155,-0.074394,-0.085238,-0.0624896
-10.9865,27.821,84.6708,-0.133971,-0.00379811,-0.156338
119.129,73.5571,-119.093,-0.0604175,0.0325403,-0.020373
119.845,73.8241,-118.446,0.0679377,-0.112639,-0.0303134
61.834,97.8384,121.797,0.0924418,-0.00566611,0.0561596
61.6793,97.7298,122.641,0.0817899,-0.0279449,-0.046249
-123.379,23.775,-52.1962,-0.190672,-0.148026,-0.0988081
-123.205,23.6858,-52.9784,-0.00956275,-0.0470349,-0.065528
13.8485,-35.6643,-98.0884,0.0133384,-0.0448076,-0.0400651
13.6843,-34.8781,-97.7409,-0.0172683,0.0931604,0.0529968
-33.725,-41.0649,-94.1127,-0.255066,0.026933,0.103728
-33.1369,-40.8289,-94.4205,-0.0619027,-0.00447522,-0.247418
94.5939,-174.471,39.8614,-0.0660427,0.0823715,-0.0438206
93.7751,-174.571,39.2815,0.0017372,-0.0118265,-0.0305716
-114.883,37.4059,12.3429,-0.0429836,0.0010046,-0.0271866
-115.307,37.5232,12.687,-0.0212487,0.163869,-0.150516
61.1574,-108.459,-108.942,0.0212944,-0.00481951,0.119988
61.8534,-107.899,-108.726,-0.182591,0.0866343,0.0215786
-63.7016,45.0839,-6.36462,-0.0118631,0.0987215,-0.0982294
-62.6319,44.5282,-6.00014,0.162195,-0.108587,0.0871828
-20.5125,54.4452,26.7502,0.0600222,0.0509217,-0.0425583
-19.8367,54.1182,26.3704,-0.0994016,0.0869739,-0.00198674
69.9303,109.166,79.4856,0.0361751,-0.0704143,-0.00411711
69.2357,109.423,78.9158,-0.127126,0.0792698,-0.0974746
-153.805,22.1572,-14.8699,0.149568,-0.053785,-0.138063
-154.529,22.2531,-14.0766,0.0426733,0.153096,-0.130055
133.716,-87.9806,144.839,-0.119533,-0.0151755,-0.0797463
132.93,-88.148,145.019,-0.0567701,-0.0497193,0.0892427
-21.0916,-84.1279,-37.2433,0.0776406,0.103791,0.000914296
-21.7268,-83.284,-36.5926,0.0283378,-0.0224861,0.0496963
180.528,-35.0396,-15.4218,0.0974078,-0.18098,-0.0402943
181.009,-34.7479,-16.5674,-0.132208,-0.0122725,0.255865
63.5537,-22.9947,26.3026,0.00374344,-0.0263006,0.092453
63.5937,-21.807,26.634,-0.00843753,0.0508825,0.00272622
-56.0746,5.22215,12.1834,-0.0338063,0.128308,0.137352
-56.7417,4.87798,12.8571,0.114176,-0.199773,-0.107484
189.881,-127.375,88.2818,-0.0102961,0.0803754,0.0767308
189.799,-126.535,88.0673,0.0953951,0.101577,-0.0818035
34.6723,63.6739,149.834,-0.106193,0.18409,-0.0588834
33.8617,63.8677,150.139,0.0650046,0.0578663,-0.0869609
